0,1,2,3,4
전혜원,,,홍보/마케팅 진행,"귀문|담보|자산어보|히트맨|천문: 하늘에 묻는다|속물들|나쁜 녀석들: 더 무비|비스트|창궐|명당|상류사회|탐정: 리턴즈|독전|바람 바람 바람|흥부: 글로 세상을 바꾼 자|석조저택 살인사건|리얼|루시드 드림|스플릿|덕혜옹주|굿바이 싱글|특별수사: 사형수의 편지|엽기적인 그녀 2|순정|로봇, 소리|그놈이다|탐정 : 더 비기닝|뷰티 인사이드|명량: 회오리 바다를 향하여|오피스|쓰리 썸머 나잇|극비수사|내 심장을 쏴라|카트|나의 사랑 나의 신부|슬로우 비디오|해적: 바다로 간 산적|소녀괴담|표적|친구 2|관상|감기|미나문방구|타워|나의 PS 파트너 |내가 살인범이다|용의자X|회사원|점쟁이들|R2B: 리턴투베이스|두 개의 달|마이 웨이|오싹한 연애|커플즈|카운트다운|7광구|퀵|화이트: 저주의 멜로디|적과의 동침|세상에서 가장 아름다운 이별|사랑이 무서워|아이들...|황해|나탈리|부당거래|그랑프리|방자전|대한민국 1%|평행이론|의형제|불꽃처럼 나비처럼|해운대|우리 집에 왜 왔니|과속스캔들"
신유경,Shin Yoo-gyeong,Shin Yoo-gyeong,홍보/마케팅 진행,"귀문|담보|자산어보|히트맨|천문: 하늘에 묻는다|속물들|나쁜 녀석들: 더 무비|비스트|창궐|명당|상류사회|신비아파트: 금빛 도깨비와 비밀의 동굴|탐정: 리턴즈|독전|바람 바람 바람|흥부: 글로 세상을 바꾼 자|미옥|장산범|청년경찰|석조저택 살인사건|리얼|루시드 드림|스플릿|고산자, 대동여지도|덕혜옹주|인천상륙작전|부산행|빅뱅 메이드|굿바이 싱글|특별수사: 사형수의 편지|엽기적인 그녀 2|순정|번개맨|로봇, 소리|그놈이다|탐정 : 더 비기닝|뷰티 인사이드|명량: 회오리 바다를 향하여|오피스|쓰리 썸머 나잇|극비수사|내 심장을 쏴라|카트|나의 사랑 나의 신부|슬로우 비디오|해적: 바다로 간 산적|소녀괴담|표적|산타바바라|친구 2|관상|감기|미나문방구|타워|나의 PS 파트너 |내가 살인범이다|용의자X|회사원|점쟁이들|R2B: 리턴투베이스|두 개의 달|페이스메이커|마이 웨이|오싹한 연애|커플즈|카운트다운|7광구|퀵|화이트: 저주의 멜로디|적과의 동침|세상에서 가장 아름다운 이별|사랑이 무서워|아이들...|황해|나탈리|부당거래|그랑프리|방자전|대한민국 1%|평행이론|의형제|불꽃처럼 나비처럼|해운대|우리 집에 왜 왔니|차우|과속스캔들|무림여대생|비스티 보이즈|가루지기|더 게임|싸움|만남의 광장|리턴|화려한 휴가|빼꼼의 머그잔 여행|쏜다|천년여우 여우비|폭력써클|가문의 부활 - 가문의 영광3|연리지|청춘만화|청연|왕의 남자|태풍|사랑니|형사 Duelist|가발|웰컴 투 동막골|역전의 명수|어린 신부|태극기 휘날리며"
이진호,,,홍보/마케팅 진행,"방법: 재차의|발신제한|백두산|신의 한 수: 귀수편|나쁜 녀석들: 더 무비|엑시트|기생충|클로젯|걸캅스|기묘한 가족|도어락|명당|변산|군함도|특별시민|임금님의 사건수첩|조작된 도시|공조|마스터|가려진 시간|인천상륙작전 : 익스텐디드 에디션(확장판)|고산자, 대동여지도|인천상륙작전|아가씨|곡성|비밀은 없다|오빠생각|나를 잊지 말아요|도리화가|열정같은소리하고있네|검은 사제들|특종: 량첸살인기|성난 변호사|미쓰 와이프|베테랑|장수상회|허삼관|패션왕|나의 독재자|두근두근 내 인생|황제를 위하여|명량|끝까지 간다|우아한 거짓말|찌라시: 위험한 소문|용의자|변호인|화이: 괴물을 삼킨 아이|깡철이|미스터 고|감시자들|파파로티|런닝맨|뒷담화: 감독이 미쳤어요|마이 리틀 히어로|반창꼬|광해, 왕이 된 남자|바람과 함께 사라지다"
송민관,,,VFX 아티스트,장르만 로맨스|해치지않아|나쁜 녀석들: 더 무비|0.0MHz|자전차왕 엄복동|더 폰|명량|조선미녀삼총사|더 테러 라이브|R2B: 리턴투베이스|7광구|무서운 이야기 2 '절벽'
곽상훈,,,카메라오퍼레이터,웃는남자 감독판|여곡성|골든슬럼버|명량: 회오리 바다를 향하여|명량|끝까지 간다|댄싱퀸|최종병기 활|체포왕|우리 이웃의 범죄|무적자|펜트하우스 코끼리|집행자|헬로우 마이 러브|거북이 달린다|아버지와 마리와 나|지금 사랑하는 사람과 살고 있습니까?|동갑내기 과외하기 레슨 2|청춘만화|애인|댄서의 순정|까불지마|바람의 파이터|인류 멸망 보고서 '멋진 신세계'
한경욱,,,조명팀,"새해전야|국제수사|검객|서복|자산어보|나쁜 녀석들: 더 무비|미스터 주: 사라진 VIP|증인|극한직업|인랑|목격자|반드시 잡는다|꾼|아이 캔 스피크|장산범|길|조작된 도시|마스터|당신, 거기 있어줄래요|아수라|고산자, 대동여지도|덕혜옹주|탐정 홍길동: 사라진 마을|특별수사: 사형수의 편지|시간이탈자|대배우|좋아해줘|그날의 분위기|도리화가|성난 화가|은밀한 유혹|악의 연대기|차이나타운|폴라로이드|명량|파파로티|공범|자칼이 온다|광해, 왕이 된 남자|후궁 : 제왕의 첩|마이 웨이|너는 펫|커플즈|별 모양의 얼룩|무서운 이야기 2 '탈출'"
김강일,KIM Kang-il,KIM Kang-il,배우,특수요원|얼굴없는 보스: 못다한 이야기 감독판|얼굴없는 보스|나쁜 녀석들: 더 무비|여수 밤바다|그날의 기억|연평해전|간신|스피드|음란한 가족|해적: 바다로 간 산적|명량|마이 리틀 히어로|바람과 함께 사라지다|간기남|카운트다운|고지전|평양성|악마를 보았다|불꽃처럼 나비처럼|인사동 스캔들|신기전|날아라 허동구|음란서생|공공의 적 2|공공의 적|아프리카|휴머니스트|자귀모(자살한 귀신들의 모임)|꽃을 든 남자|세상은 요지경
정익중,JUNG Ik-jung,JUNG Ik-jung,조명팀,마지막 휴가|#아이엠히어|테우리|사라진 시간|저 산 너머|좀비파이터|히트맨|우리집|엑시트|지푸라기라도 잡고 싶은 짐승들|성난황소|협상|여중생A|죄 많은 소녀|사라진 밤|골든슬럼버|그것만이 내 세상|반드시 잡는다|악녀|특별시민|비정규직 특수요원|목숨 건 연애|대결|수상한 언니들|히말라야|도리화가|검은 사제들|미안해 사랑해 고마워|더 폰|뷰티 인사이드|살인의뢰|강남 1970|슬로우 비디오|제보자|마담 뺑덕|명량|내비게이션|끝까지 간다|몬스터|용의자|감기|신세계|마이 리틀 히어로|내가 살인범이다|577 프로젝트|러브픽션|너는 펫|티끌모아 로맨스|위험한 상견례|평양성|살인의 강|마음이2|방자전|백야행|무림여대생|열한번째 엄마|궁녀|못말리는 결혼|누가 그녀와 잤을까?|청춘만화|무영검|자각몽
정민재,,,VFX 아티스트,미션 파서블|강철비2: 정상회담|저 산 너머|명량|아부지|과속스캔들|이리|두 얼굴의 여친|황진이|중천|해바라기
정원석,,,DI팀,"강릉|화이트데이: 부서진 결계|보이스|싱크홀|나만 보이니|낫아웃|내일의 기억|미드나이트|빛과 철|새해전야|나는 나를 해고하지 않는다|담보|오! 문희|소리꾼|선샤인 패밀리|앙상블|알피니스트 - 어느 카메라맨의 고백 |오케이 마담|강철비2: 정상회담|#살아있다|히트맨|천문: 하늘에 묻는다|어제 일은 모두 괜찮아|애월|장사리 : 잊혀진 영웅들|레드슈즈|에움길|악인전|세트플레이|악몽|암전|항거:유관순 이야기|번개맨의 비밀|국가부도의 날|성난황소|번 더 스테이지: 더 무비|출국|창궐|상류사회|나를 기억해|질투의 역사|마약왕|60일의 썸머|물괴|공작|허스토리|챔피언|살인소설|호랑이보다 무서운 겨울손님|번개맨과 신비의 섬|바람 바람 바람|곤지암|사라진 밤|게스트하우스|흥부: 글로 세상을 바꾼 자|피의 연대기|강철비|시인의 사랑|귀향, 끝나지 않은 이야기|장산범|택시운전사|악녀|석조저택 살인사건|슈퍼 빼꼼: 스파이 대작전|특별시민|시간위의 집|해빙|꿈의 제인|보안관|원라인|비정규직 특수요원|커피 메이트|재심|더 킹|우리 손자 베스트|판도라|가려진 시간|어떻게 헤어질까|걷기왕|사냥|아가씨|탐정 홍길동: 사라진 마을|전설의 고향|역모-반란의 시대|희생부활자|특별수사: 사형수의 편지|두 개의 연애|해어화|시간이탈자|대배우|귀향|검사외전|로봇, 소리|나를 잊지 말아요|조선마술사|히말라야|내부자들|해에게서 소년에게|그놈이다|특종: 량첸살인기|서부전선|기적의 피아노|퇴마: 무녀굴|암살|연평해전|간신|위험한 상견례 2|어떤이의 꿈|성실한 나라의 앨리스|무뢰한|산다|연애의 맛|플랑크 상수|파울볼|살인의뢰|소셜포비아|헬머니|개를 훔치는 완벽한 방법|덕수리 5형제|빅매치|카트|제보자|두근두근 내 인생|좋은 친구들|신의 한 수|인간중독|역린|유령|자유의 언덕|명량|군도: 민란의 시대|산타바바라|몬스터|만신|관능의 법칙|조선미녀삼총사|남자가 사랑할 때|캐치미|화이: 괴물을 삼킨 아이|히어로|소원|더 테러 라이브|스파이|R2B: 리턴투베이스|푸른소금|모비딕|심장이 뛴다|부당거래|어느날 그 길에서|나만 없어 고양이|무서운 이야기 3 : 화성에서 온 소녀|소설, 영화와 만나다|번개와 춤을|무서운 이야기 2 '절벽'"
정광필,Jeong KwangPil,Jeong KwangPil,투자,"새해전야|소리도 없이|사라진 시간|침입자|해치지않아|블랙머니|변신|골든슬럼버|침묵|마스터|아수라|인천상륙작전 : 익스텐디드 에디션(확장판)|고산자, 대동여지도|인천상륙작전|봉이 김선달|우리들|아가씨|탐정 홍길동: 사라진 마을|비밀은 없다|시간이탈자|좋아해줘|나를 잊지 말아요|히말라야|도리화가|돌연변이|성난 변호사|탐정 : 더 비기닝|은밀한 유혹|악의 연대기|순수의 시대|베테랑|손님|장수상회|쎄시봉|오늘의 연애|국제시장|목숨|거인|소리굽쇠|마담 뺑덕|두근두근 내 인생|우는 남자|표적|명량|방황하는 칼날|찌라시: 위험한 소문|수상한 그녀|집으로 가는 길|열한시|소녀|롤러코스터|깡철이|설국열차|조난자들|공범|스파이|더 웹툰: 예고살인"
정성호,Sungho Jung,Sungho Jung,액션/스턴트팀,"핫 블러드|파이프라인|썰|오늘, 우리 2|검객|반도|소리꾼|종이꽃|불량한 가족|블랙머니|장사리 : 잊혀진 영웅들|봉오동 전투|사자|0.0MHz|크게 될 놈|우상|창궐|명당|탐정: 리턴즈|물괴|더 펜션|1987|특별시민|루시드 드림|재심|더 킹|인천상륙작전|봉이 김선달|해어화|대배우|협녀, 칼의 기억|강남 1970|상의원|슬로우 비디오|해적: 바다로 간 산적|소수의견|명량|무명인|의궤, 8일간의 축제 3D|집으로 가는 길|열한시|친구 2|미스터 고|사이코메트리|분노의 윤리학|점쟁이들|5백만불의 사나이|연가시|차형사|의뢰인|홍길동 2084|최종병기 활|7광구|고지전|모비딕|심장이 뛴다|무적자|주유소 습격사건 2|돌멩이의 꿈|비상|홍길동의 후예|파주|인사동 스캔들|비열한 거리"
정택호,JUNG Taek-ho,JUNG Taek-ho,액션/스턴트팀,"파이프라인|내일의 기억|국제수사|검객|선샤인 패밀리|다만 악에서 구하소서|침입자|백두산|블랙머니|가장 보통의 연애|장사리 : 잊혀진 영웅들|기방도령|악몽|사자|우상|자전차왕 엄복동|기묘한 가족|내안의 그놈|창궐|명당|탐정: 리턴즈|물괴|목격자|변산|퍼즐|조선명탐정: 흡혈괴마의 비밀|1987|부라더|하루|용순|대립군|보통사람|1급기밀|판도라|올레|인천상륙작전|봉이 김선달|대역전|특별수사: 사형수의 편지|해어화|울보|조선마술사|탐정 : 더 비기닝|서부전선|함정|협녀, 칼의 기억|순수의 시대|강남 1970|개를 훔치는 완벽한 방법|기술자들|국제시장|빅매치|해적: 바다로 간 산적|황제를 위하여|소수의견|명량|무명인|방황하는 칼날|친구 2|사이코메트리|가문의 영광5 - 가문의 귀환|26년|5백만불의 사나이|연가시|차형사|퍼펙트 게임|마이 웨이|통증|최종병기 활|고지전"
전경희,,,홍보/마케팅 진행,"신비아파트 극장판 하늘도깨비 대 요르문간드|PMC: 더 벙커|안시성|버닝|리틀 포레스트|변산|기억의 밤|아이 캔 스피크|박열|올레|덕혜옹주|굿바이 싱글|특별수사: 사형수의 편지|엽기적인 그녀 2|순정|로봇, 소리|그놈이다|탐정 : 더 비기닝|뷰티 인사이드|명량: 회오리 바다를 향하여|오피스|쓰리 썸머 나잇|극비수사|슬로우 비디오|해적: 바다로 간 산적|감기|나의 PS 파트너 "
장준녕,JANG Jun-nyeong,JANG Jun-nyeong,배우,오! 문희|나쁜 녀석들: 더 무비|비스트|악의 연대기|명량: 회오리 바다를 향하여|표적|명량|끝까지 간다|도둑들|미쓰GO|범죄와의 전쟁: 나쁜놈들 전성시대|링크|헤드|수상한 고객들|아이들...|아저씨|이끼|된장|전우치|가루지기|트럭|리턴|타짜|다세포소녀|사생결단|투사부일체|싸움의 기술
임태훈,,,액션/스턴트팀,"방법: 재차의|파이프라인|내일의 기억|국제수사|검객|소리꾼|런 보이 런|침입자|판소리 복서|힘을 내요, 미스터 리|사자|창궐|명당|너의 결혼식|1987|귀향, 끝나지 않은 이야기|석조저택 살인사건|특별시민|리얼|루시드 드림|당신, 거기 있어줄래요|인천상륙작전|해어화|대배우|귀향|오빠생각|협녀, 칼의 기억|간신|나의 절친 악당들|강남 1970|역린|명량|깡철이"
김종윤,Jong-youn Kim,Jong-youn Kim,촬영팀,"소리꾼|두번할까요|장사리 : 잊혀진 영웅들|나쁜 녀석들: 더 무비|악몽|생일|7년의 밤|장산범|그대 이름은 장미|고산자, 대동여지도|엽기적인 그녀 2|그날의 분위기|히말라야|그놈이다|치외법권|권법형사 : 차이나타운|경성학교: 사라진 소녀들|차이나타운|내 심장을 쏴라|강남 1970|황제를 위하여|명량|끝까지 간다|스톤|미나문방구|공모자들|나는 공무원이다|퍼펙트 게임|특수본|최종병기 활|청춘그루브|해결사|페어러브|짝패|웰컴 투 동막골|스캔들-조선남녀상열지사|중독|믿거나 말거나, 찬드라의 경우|마스터 클래스의 산책"
정효연,,,광고디자인,담보|호텔 레이크|오케이 마담|신비아파트 극장판 하늘도깨비 대 요르문간드|감쪽같은 그녀|82년생 김지영|엑시트|미스터 주: 사라진 VIP|극한직업|루시드 드림|스플릿|슈퍼 프렌즈|나를 잊지 말아요|서부전선|명량: 회오리 바다를 향하여|슬로우 비디오|돈 크라이 마미|나는 공무원이다
이학렬,,,액션/스턴트팀,"강릉|파이프라인|내일의 기억|국제수사|반도|소리꾼|종이꽃|불량한 가족|블랙머니|장사리 : 잊혀진 영웅들|사자|0.0MHz|자전차왕 엄복동|기묘한 가족|언니|창궐|안시성|너의 결혼식|퍼즐|조선명탐정: 흡혈괴마의 비밀|1987|귀향, 끝나지 않은 이야기|택시운전사|하루|대립군|보통사람|리얼|재심|더 킹|판도라|인천상륙작전|봉이 김선달|귀향|조선마술사|서부전선|탐정 : 더 비기닝|치외법권|연평해전|강남 1970|기술자들|국제시장|빅매치|해적: 바다로 간 산적|역린|소수의견|명량|무명인|의궤, 8일간의 축제 3D|방황하는 칼날|친구 2|깡철이|고령화 가족|스파이|26년|비정한 도시 감독판|회사원|5백만불의 사나이|연가시|후궁 : 제왕의 첩|차형사|간기남|퍼펙트 게임|마이 웨이|최종병기 활|고지전|퀵|적과의 동침|로맨틱 헤븐|심장이 뛴다"
이주연,,,스크립터,아홉 스님|누나 친구 2|쇠파리|감출 수 없는 본능-몰카|명량: 회오리 바다를 향하여|나는 갈매기
이윤정,,,홍보/마케팅 진행,"랑종|기적|조제|오! 문희|#살아있다|백두산|시동|나를 찾아줘|82년생 김지영|가장 보통의 연애|배심원들|사자|사바하|증인|뺑반|스윙키즈|국가부도의 날|마녀|레슬러|너의 결혼식|지금 만나러 갑니다|골든슬럼버|염력|그것만이 내 세상|침묵|남한산성|군함도|특별시민|임금님의 사건수첩|조작된 도시|공조|마스터|가려진 시간|고산자, 대동여지도|인천상륙작전|아가씨|곡성|비밀은 없다|오빠생각|나를 잊지 말아요|열정같은소리하고있네|도리화가|검은 사제들|특종: 량첸살인기|성난 변호사|미쓰 와이프|베테랑|장수상회|허삼관|패션왕|나의 독재자|두근두근 내 인생|황제를 위하여|명량|끝까지 간다|우아한 거짓말|찌라시: 위험한 소문|용의자|변호인|화이: 괴물을 삼킨 아이|깡철이|미스터 고|감시자들|파파로티|런닝맨|뒷담화: 감독이 미쳤어요|마이 리틀 히어로|반창꼬|광해, 왕이 된 남자|바람과 함께 사라지다|도둑들|미쓰GO|내 아내의 모든 것|시체가 돌아왔다|코리아|러브픽션|원더풀 라디오|완득이|고양이: 죽음을 보는 두 개의 눈|적과의 동침|돌멩이의 꿈|결혼식 후에|낙원-파라다이스|트라이앵글|19-Nineteen|내 눈에 콩깍지|토끼와 리저드|거북이 달린다|7급 공무원|달콤한 거짓말|아내가 결혼했다|님은 먼 곳에|추격자|대한이, 민국씨|뜨거운 것이 좋아|동갑내기 과외하기 레슨 2|마파도2|가을로|다세포소녀|방과후 옥상|그때 그 사람들|효자동 이발사|바람난 가족|욕망|YMCA야구단|아이언 팜|버스, 정류장"
이경언,Lee Kyung-un,Lee Kyung-un,사운드팀,"자산어보|프랑스여자|얼굴없는 보스: 못다한 이야기 감독판|유령선|얼굴없는 보스|버티고|돌멩이|삽질|리스펙트|원더풀 고스트|그날, 바다|뷰티풀 보이스|호랑이보다 무서운 겨울손님|구세주: 리턴즈|용순|재꽃|순종|시소|달빛궁궐|커터|눈길|번개맨|비밀|함정|기적의 피아노|명량: 회오리 바다를 향하여|하프|라이브 TV|도희야|10분|스톤|마이 리틀 히어로|인비져블 2: 귀신소리찾기|하쿠나 마타타 - 지라니 이야기|용서|젓가락|불청객|분홍돌고래|꿈은 이루어진다|채식주의자|요가학원|밤과 낮|담뱃값|Penny Lover|아들의 여자|원나잇스탠드(Episode 3.)|별별 이야기 2-여섯 빛깔 무지개"
윤성민,Sung-min Alvin Yun,Sung-min Alvin Yun,VFX 슈퍼바이저,색다른 그녀|방법: 재차의|미션 파서블|맞짱의 신: 시라소니| 범죄해결 특수반|결백|저 산 너머|기생충|막다른 골목의 추억|안시성|필동|신과함께-죄와 벌|대부업자: 소울 앤 캐시|가려진 시간|사냥|탐정 홍길동: 사라진 마을|연평해전|4등|곤충왕국 3D|명량|미스터 고|내 여자친구를 소개합니다|동해물과 백두산이|바람난 가족|거울속으로
유지숙,,,VFX 아티스트,괴기맨숀|세자매|#살아있다|히트맨|가장 보통의 연애|타짜: 원 아이드 잭|봉오동 전투|안시성|인랑|염력|꾼|미옥|대장 김창수|남한산성|군함도|박열|판도라|형|밀정|국가대표 2|부산행|궁합|순정|좋아해줘|조선마술사|나의 절친 악당들|명량|끝까지 간다|자각몽|너를 봤어
유영현,,,DI팀,"버티고|타짜: 원 아이드 잭|우리집|굿바이 썸머|롱 리브 더 킹: 목포 영웅|로망|나는보리|호흡|메기|벌새|진범|보희와 녹양|예수보다 낯선|생일|선희와 슬기|사바하|언더독|점박이 한반도의 공룡2 : 새로운 낙원|안녕, 나의 소녀 시절이여|영주|해피 투게더|박화영|홈|그날, 바다|삼촌|썬키스 패밀리|히치하이크|이월|얼굴들|샘|봄이가도|살아남은 아이|변산|곤지암|소공녀|메리 크리스마스 미스터 모|푸른노을|박열|용순|괴물들|로마서 8:37|공조|서울역|우리들|탐정 홍길동: 사라진 마을|일사각오|22|지렁이|여교사|사돈의 팔촌|스틸 플라워|글로리데이|동주|극적인 하룻밤|도리화가|돌연변이|비밀|성난 변호사|뷰티 인사이드|협녀, 칼의 기억|은밀한 유혹|프랑스 영화처럼|들꽃|라이브 TV|사도|베테랑|나의 절친 악당들|장수상회|쎄시봉|오늘의 연애|상의원|국제시장|목숨|나의 독재자|소리굽쇠|슬로우 비디오|마담 뺑덕|타짜-신의 손|해무(海霧)|우는 남자|표적|소수의견|안녕, 투이|명량|한공주|이쁜 것들이 되어라|방황하는 칼날|찌라시: 위험한 소문|수상한 그녀|집으로 가는 길|열한시|사이비|배우는 배우다|감기|설국열차|감시자들|몽타주|고령화 가족|공범|길위에서|런닝맨|베를린|마이 리틀 히어로|타워|나의 PS 파트너 |26년|치킨게임|자각몽|세컨어카운트|더 바디|우리 지금 만나"
유영채,YOO Young-chae,YOO Young-chae,라인프로듀서,범죄도시 2|사라진 시간|침입자|타짜: 원 아이드 잭|롱 리브 더 킹: 목포 영웅|악인전|지푸라기라도 잡고 싶은 짐승들|성난황소|양아치 느와르|범죄도시|사냥|악의 연대기|명량|바람과 함께 사라지다|나쁜 피|최종병기 활|마마|아이들...|대한민국 1%
안소영,AHN So Young,AHN So Young,음악진행,극장판 미니특공대: 햄버거괴물의 습격|블랙머니|극장판 샤이닝스타:새로운 루나퀸의 탄생!|왕을 참하라|그날의 분위기|검은 사제들|명량: 회오리 바다를 향하여|오피스|스물|헬머니|그댄 나의 뱀파이어|신이 보낸 사람|명량|한공주|가시|완전 소중한 사랑|소녀|감기|타워|점쟁이들|아부의 왕|코리아
신보영,,,홍보/마케팅 진행,"랑종|기적|조제|오! 문희|#살아있다|백두산|시동|나를 찾아줘|82년생 김지영|가장 보통의 연애|배심원들|사자|사바하|증인|뺑반|스윙키즈|국가부도의 날|마녀|레슬러|너의 결혼식|지금 만나러 갑니다|골든슬럼버|염력|그것만이 내 세상|침묵|남한산성|군함도|특별시민|임금님의 사건수첩|조작된 도시|공조|마스터|가려진 시간|고산자, 대동여지도|인천상륙작전|아가씨|곡성|비밀은 없다|오빠생각|나를 잊지 말아요|열정같은소리하고있네|도리화가|검은 사제들|특종: 량첸살인기|성난 변호사|미쓰 와이프|베테랑|장수상회|허삼관|패션왕|나의 독재자|두근두근 내 인생|황제를 위하여|명량|끝까지 간다|우아한 거짓말|찌라시: 위험한 소문|용의자|변호인|화이: 괴물을 삼킨 아이|깡철이|미스터 고|감시자들|파파로티|런닝맨|뒷담화: 감독이 미쳤어요|마이 리틀 히어로|반창꼬|광해, 왕이 된 남자|바람과 함께 사라지다|도둑들|미쓰GO|내 아내의 모든 것|시체가 돌아왔다|코리아|러브픽션|원더풀 라디오|완득이|고양이: 죽음을 보는 두 개의 눈|돌멩이의 꿈|결혼식 후에|낙원-파라다이스|트라이앵글|19-Nineteen|내 눈에 콩깍지|토끼와 리저드|거북이 달린다|7급 공무원|달콤한 거짓말|아내가 결혼했다|님은 먼 곳에|추격자|대한이, 민국씨|뜨거운 것이 좋아"
선동균,,,VFX 슈퍼바이저,블랙머니|엑시트|영하의 바람|예수보다 낯선|점박이 한반도의 공룡2 : 새로운 낙원|조선명탐정: 흡혈괴마의 비밀|조작된 도시|아수라|뷰티 인사이드|암살|조선명탐정 : 사라진 놉의 딸|카트|명량|감기|미스터 고|다이노 타임|베를린|R2B: 리턴투베이스|나는 왕이로소이다|두 번의 결혼식과 한 번의 장례식|차형사|마이 웨이|의뢰인|7광구|조선명탐정 : 각시투구꽃의 비밀
송세진,,,VFX 아티스트,장사리 : 잊혀진 영웅들|비스트|뺑반|스윙키즈|안시성|마녀|레슬러|물괴|1987|신과함께-죄와 벌|탐정 홍길동: 사라진 마을|연평해전|명량|더 테러 라이브|R2B: 리턴투베이스|무서운 이야기 2 '절벽'
석보라,,,VFX 아티스트,"강철비2: 정상회담|장사리 : 잊혀진 영웅들|비스트|뺑반|점박이 한반도의 공룡2 : 새로운 낙원|스윙키즈|안시성|마녀|레슬러|물괴|1987|신과함께-죄와 벌|리얼|조작된 도시|아수라|고산자, 대동여지도|뷰티 인사이드|암살|조선명탐정 : 사라진 놉의 딸|카트|명량|감기|미스터 고|다이노 타임|베를린|R2B: 리턴투베이스|나는 왕이로소이다|두 번의 결혼식과 한 번의 장례식|차형사|마이 웨이|의뢰인|홍길동 2084|7광구|창피해|혜화, 동|조선명탐정 : 각시투구꽃의 비밀|불꽃처럼 나비처럼|해운대|귀 鬼"
한신,,,VFX 아티스트,강철비2: 정상회담|장사리 : 잊혀진 영웅들|뺑반|스윙키즈|안시성|마녀|레슬러|물괴|신과함께-죄와 벌|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량|조선미녀삼총사|더 테러 라이브|R2B: 리턴투베이스
이승재,,,VFX 아티스트,강철비2: 정상회담|장사리 : 잊혀진 영웅들|비스트|뺑반|스윙키즈|명당|안시성|마녀|레슬러|물괴|공작|신과함께-죄와 벌|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량|이쁜 것들이 되어라|조선미녀삼총사|더 테러 라이브|타워|R2B: 리턴투베이스|도둑들|가비|미운오리새끼|범죄와의 전쟁: 나쁜놈들 전성시대|페이스메이커|밍크코트|구미호 가족|목포는 항구다
김재훈,KIM Jae-hoon,KIM Jae-hoon,VFX 매니지먼트,디바|더하우스|장사리 : 잊혀진 영웅들|비스트|배심원들|돈|뺑반|극한직업|언니|스윙키즈|안시성|명당|마녀|레슬러|리틀 포레스트|공작|흥부: 글로 세상을 바꾼 자|특별시민|아들에게 가는 길|가려진 시간|사냥|탐정 홍길동: 사라진 마을|탐정 : 더 비기닝|연평해전|해적: 바다로 간 산적|명량|화이: 괴물을 삼킨 아이|미스터 고|배꼽|마이 웨이|나탈리|서서 자는 나무|회오리 바람|4요일: 자살을 부르는 요일|미쓰 홍당무|성냥팔이 소녀의 재림
김은수,,,VFX 슈퍼바이저,강철비2: 정상회담|장사리 : 잊혀진 영웅들|비스트|뺑반|스윙키즈|안시성|마녀|레슬러|물괴|1987|신과함께-죄와 벌|리얼|퇴마: 무녀굴|연평해전|명량|황진이
김선태,Sun-Tae KIM,Sun-Tae KIM,VFX 매니지먼트,"백두산|장사리 : 잊혀진 영웅들|물괴|대장 김창수|협녀, 칼의 기억|제 7기사단|1789, 바스티유의 연인들|명량|용의자|7광구"
배호진,,,VFX 아티스트,"화이트데이: 부서진 결계|장사리 : 잊혀진 영웅들|물괴|협녀, 칼의 기억|제 7기사단|카트|명량|가시"
반호진,,,VFX 아티스트,장사리 : 잊혀진 영웅들|물괴|순수의 시대|쎄시봉|강남 1970|명량|조선미녀삼총사|더 테러 라이브|R2B: 리턴투베이스
김지혜,,,VFX 매니지먼트,"기적|조제|서복|자산어보|죽지않는 인간들의 밤|강철비2: 정상회담|속물들|장사리 : 잊혀진 영웅들|힘을 내요, 미스터 리|유열의 음악앨범|나랏말싸미|돈|완벽한 타인|7년의 밤|리틀 포레스트|공작|흥부: 글로 세상을 바꾼 자|조선명탐정: 흡혈괴마의 비밀|강철비|브이아이피|장산범|살인자의 기억법|올리고당 더 무비|불한당: 나쁜 놈들의 세상|보안관|더 킹|혼숨|죽여주는 여자|아수라|덕혜옹주|봉이 김선달|굿바이 싱글|아가씨|미씽: 사라진 여자|럭키|특별수사: 사형수의 편지|해어화|널 기다리며|히야|남과 여|검사외전|대호|어떤살인|뷰티 인사이드|암살|연평해전|위험한 상견례 2|스피드|오피스|베테랑|쓰리 썸머 나잇|손님|나의 절친 악당들|무뢰한|스물|헬머니|국제시장|빅매치|소리굽쇠|나의 독재자|타짜-신의 손|우는 남자|역린|표적|좀비스쿨|명량|군도: 민란의 시대|의궤, 8일간의 축제 3D|남자가 사랑할 때|한 번도 안 해본 여자|화이: 괴물을 삼킨 아이|감기|설국열차|은밀하게 위대하게|뜨거운 안녕|파파로티|미나문방구|전설의 주먹|런닝맨|사이코메트리|베를린|반창꼬|차이나 블루|간첩|피에타|청포도 사탕: 17년 전의 약속|공모자들|연가시|간기남|파파|퍼펙트 게임|너는 펫|Mr.아이돌|오직 그대만|홍길동 2084|최종병기 활|고지전|마마|적과의 동침|오빠가 돌아왔다|그녀는 예뻤다|아치와 씨팍|별주부 해로|청출어람|인류멸망 보고서|무서운 이야기 2 '절벽'"
